"Phage","Host","EOP","EOP_bin"
"28-2","15-8",10,"[1,Inf)"
"28-3","15-8",0.41666667,"[0.4,0.6)"
"28-4","15-8",0.71428571,"[0.6,0.8)"
"28-5","15-8",0.04,"[2.22e-16,0.2)"
"28-6","15-8",0.32,"[0.2,0.4)"
"28-7","15-8",0.07,"[2.22e-16,0.2)"
"28-8","15-8",0.02222222,"[2.22e-16,0.2)"
"28-9","15-8",0.33333333,"[0.2,0.4)"
"28-10","15-8",0.04666667,"[2.22e-16,0.2)"
"28-11","15-8",0.52,"[0.4,0.6)"
"8-1","15-9",0,"[0,2.22e-16)"
"8-2","15-9",0,"[0,2.22e-16)"
"8-3","15-9",0,"[0,2.22e-16)"
"8-4","15-9",0,"[0,2.22e-16)"
"8-5","15-9",0,"[0,2.22e-16)"
"8-6","15-9",0,"[0,2.22e-16)"
"8-7","15-9",0,"[0,2.22e-16)"
"8-8","15-9",0,"[0,2.22e-16)"
"8-9","15-9",0,"[0,2.22e-16)"
"8-10","15-9",0,"[0,2.22e-16)"
"8-11","15-9",0,"[0,2.22e-16)"
"15-1","15-9",0,"[0,2.22e-16)"
"15-2","15-9",0,"[0,2.22e-16)"
"15-3","15-9",0,"[0,2.22e-16)"
"15-4","15-9",0.2,"[0.2,0.4)"
"15-5","15-9",0,"[0,2.22e-16)"
"15-6","15-9",0.1,"[2.22e-16,0.2)"
"15-7","15-9",0,"[0,2.22e-16)"
"15-8","15-9",0,"[0,2.22e-16)"
"15-9","15-9",0.0016,"[2.22e-16,0.2)"
"15-10","15-9",0.0016,"[2.22e-16,0.2)"
"15-11","15-9",0,"[0,2.22e-16)"
"22-1","15-9",0.04,"[2.22e-16,0.2)"
"22-2","15-9",0,"[0,2.22e-16)"
"22-3","15-9",0.2,"[0.2,0.4)"
"22-4","15-9",0.032,"[2.22e-16,0.2)"
"22-5","15-9",0.02857143,"[2.22e-16,0.2)"
"22-6","15-9",0.02,"[2.22e-16,0.2)"
"22-7","15-9",0.09090909,"[2.22e-16,0.2)"
"22-8","15-9",0.00133333,"[2.22e-16,0.2)"
"22-9","15-9",0.00266667,"[2.22e-16,0.2)"
"22-10","15-9",0.02666667,"[2.22e-16,0.2)"
"22-11","15-9",0.02,"[2.22e-16,0.2)"
"28-1","15-9",2.08333333,"[1,Inf)"
"28-2","15-9",1.13333333,"[1,Inf)"
"28-3","15-9",0.5,"[0.4,0.6)"
"28-4","15-9",0.31428571,"[0.2,0.4)"
"28-5","15-9",0.0096,"[2.22e-16,0.2)"
"28-6","15-9",0.048,"[2.22e-16,0.2)"
"28-7","15-9",0.012,"[2.22e-16,0.2)"
"28-8","15-9",0.00888889,"[2.22e-16,0.2)"
"28-9","15-9",0.08333333,"[2.22e-16,0.2)"
"28-10","15-9",0.01066667,"[2.22e-16,0.2)"
"28-11","15-9",0.04,"[2.22e-16,0.2)"
"8-1","15-10",0,"[0,2.22e-16)"
"8-2","15-10",0,"[0,2.22e-16)"
"8-3","15-10",0,"[0,2.22e-16)"
"8-4","15-10",0,"[0,2.22e-16)"
"8-5","15-10",0,"[0,2.22e-16)"
"8-6","15-10",0,"[0,2.22e-16)"
"8-7","15-10",0,"[0,2.22e-16)"
"8-8","15-10",0,"[0,2.22e-16)"
"8-9","15-10",0,"[0,2.22e-16)"
"8-10","15-10",0,"[0,2.22e-16)"
"8-11","15-10",0,"[0,2.22e-16)"
"15-1","15-10",0,"[0,2.22e-16)"
"15-2","15-10",0,"[0,2.22e-16)"
"15-3","15-10",0.02,"[2.22e-16,0.2)"
"15-4","15-10",0.4,"[0.4,0.6)"
"15-5","15-10",0.16666667,"[2.22e-16,0.2)"
"15-6","15-10",0.05,"[2.22e-16,0.2)"
"15-7","15-10",0,"[0,2.22e-16)"
"15-8","15-10",0,"[0,2.22e-16)"
"15-9","15-10",0.0016,"[2.22e-16,0.2)"
"15-10","15-10",0.0016,"[2.22e-16,0.2)"
"15-11","15-10",0,"[0,2.22e-16)"
"22-1","15-10",0.05333333,"[2.22e-16,0.2)"
"22-2","15-10",0,"[0,2.22e-16)"
"22-3","15-10",0.25,"[0.2,0.4)"
"22-4","15-10",0.008,"[2.22e-16,0.2)"
"22-5","15-10",0,"[0,2.22e-16)"
"22-6","15-10",0,"[0,2.22e-16)"
"22-7","15-10",0.03636364,"[2.22e-16,0.2)"
"22-8","15-10",0,"[0,2.22e-16)"
"22-9","15-10",0,"[0,2.22e-16)"
"22-10","15-10",0.08888889,"[2.22e-16,0.2)"
"22-11","15-10",0.07,"[2.22e-16,0.2)"
"28-1","15-10",0.33333333,"[0.2,0.4)"
"28-2","15-10",2.66666667,"[1,Inf)"
"28-3","15-10",0.41666667,"[0.4,0.6)"
"28-4","15-10",0.2,"[0.2,0.4)"
"28-5","15-10",0.28,"[0.2,0.4)"
"28-6","15-10",0.2,"[0.2,0.4)"
"28-7","15-10",0.02,"[2.22e-16,0.2)"
"28-8","15-10",0.03111111,"[2.22e-16,0.2)"
"28-9","15-10",0.08333333,"[2.22e-16,0.2)"
"28-10","15-10",0.01466667,"[2.22e-16,0.2)"
"28-11","15-10",0.12,"[2.22e-16,0.2)"
"8-1","8-1",0,"[0,2.22e-16)"
"8-2","8-1",0,"[0,2.22e-16)"
"8-3","8-1",0,"[0,2.22e-16)"
"8-4","8-1",0,"[0,2.22e-16)"
"8-5","8-1",0,"[0,2.22e-16)"
"8-6","8-1",0,"[0,2.22e-16)"
"8-7","8-1",0,"[0,2.22e-16)"
"8-8","8-1",0,"[0,2.22e-16)"
"8-9","8-1",0,"[0,2.22e-16)"
"8-10","8-1",0,"[0,2.22e-16)"
"8-11","8-1",0,"[0,2.22e-16)"
"15-1","8-1",0,"[0,2.22e-16)"
"15-2","8-1",1.75,"[1,Inf)"
"15-3","8-1",0.016,"[2.22e-16,0.2)"
"15-4","8-1",0.6,"[0.6,0.8)"
"15-5","8-1",0.2,"[0.2,0.4)"
"15-6","8-1",0.1,"[2.22e-16,0.2)"
"15-7","8-1",0.013333333,"[2.22e-16,0.2)"
"15-8","8-1",0.04,"[2.22e-16,0.2)"
"15-9","8-1",0.00032,"[2.22e-16,0.2)"
"15-10","8-1",0.0016,"[2.22e-16,0.2)"
"15-11","8-1",0.5,"[0.4,0.6)"
"22-1","8-1",0.714285714,"[0.6,0.8)"
"22-2","8-1",1.333333333,"[1,Inf)"
"22-3","8-1",1.5,"[1,Inf)"
"22-4","8-1",0.466666667,"[0.4,0.6)"
"22-5","8-1",0.333333333,"[0.2,0.4)"
"22-6","8-1",0.12,"[2.22e-16,0.2)"
"22-7","8-1",1.6,"[1,Inf)"
"22-8","8-1",0,"[0,2.22e-16)"
"22-9","8-1",0.000128,"[2.22e-16,0.2)"
"22-10","8-1",0.048,"[2.22e-16,0.2)"
"22-11","8-1",0.777777778,"[0.6,0.8)"
"28-1","8-1",0.75,"[0.6,0.8)"
"28-2","8-1",1,"[1,Inf)"
"28-3","8-1",0.65,"[0.6,0.8)"
"28-4","8-1",0.666666667,"[0.6,0.8)"
"28-5","8-1",0.012,"[2.22e-16,0.2)"
"28-6","8-1",0.1125,"[2.22e-16,0.2)"
"28-7","8-1",0.026666667,"[2.22e-16,0.2)"
"28-8","8-1",0.0032,"[2.22e-16,0.2)"
"28-9","8-1",0.04,"[2.22e-16,0.2)"
"28-10","8-1",0.009142857,"[2.22e-16,0.2)"
"28-11","8-1",0.088,"[2.22e-16,0.2)"
"8-1","8-2",0,"[0,2.22e-16)"
"8-2","8-2",0,"[0,2.22e-16)"
"8-3","8-2",0,"[0,2.22e-16)"
"8-4","8-2",0,"[0,2.22e-16)"
"8-5","8-2",0,"[0,2.22e-16)"
"8-6","8-2",0,"[0,2.22e-16)"
"8-7","8-2",0,"[0,2.22e-16)"
"8-8","8-2",0,"[0,2.22e-16)"
"8-9","8-2",0,"[0,2.22e-16)"
"8-10","8-2",0,"[0,2.22e-16)"
"8-11","8-2",0,"[0,2.22e-16)"
"15-1","8-2",0,"[0,2.22e-16)"
"15-2","8-2",0.33333333,"[0.2,0.4)"
"15-3","8-2",0.02666667,"[2.22e-16,0.2)"
"15-4","8-2",1,"[1,Inf)"
"15-5","8-2",0.16666667,"[2.22e-16,0.2)"
"15-6","8-2",0.1,"[2.22e-16,0.2)"
"15-7","8-2",0,"[0,2.22e-16)"
"15-8","8-2",0.05,"[2.22e-16,0.2)"
"15-9","8-2",0.0032,"[2.22e-16,0.2)"
"15-10","8-2",0.0032,"[2.22e-16,0.2)"
"15-11","8-2",2.5,"[1,Inf)"
"22-1","8-2",0.83333333,"[0.8,1)"
"22-2","8-2",0.33333333,"[0.2,0.4)"
"22-3","8-2",0.4,"[0.4,0.6)"
"22-4","8-2",0.4,"[0.4,0.6)"
"22-5","8-2",0.71428571,"[0.6,0.8)"
"22-6","8-2",0.03333333,"[2.22e-16,0.2)"
"22-7","8-2",0.72727273,"[0.6,0.8)"
"22-8","8-2",0,"[0,2.22e-16)"
"22-9","8-2",0.00066667,"[2.22e-16,0.2)"
"22-10","8-2",0.15555556,"[2.22e-16,0.2)"
"22-11","8-2",0.55,"[0.4,0.6)"
"28-1","8-2",2.08333333,"[1,Inf)"
"28-2","8-2",13.33333333,"[1,Inf)"
"28-3","8-2",1.25,"[1,Inf)"
"28-4","8-2",5,"[1,Inf)"
"28-5","8-2",0.2,"[0.2,0.4)"
"28-6","8-2",0.64,"[0.6,0.8)"
"28-7","8-2",0.75,"[0.6,0.8)"
"28-8","8-2",0.66666667,"[0.6,0.8)"
"28-9","8-2",1.66666667,"[1,Inf)"
"28-10","8-2",0.2,"[0.2,0.4)"
"28-11","8-2",1.4,"[1,Inf)"
"8-1","8-3",0,"[0,2.22e-16)"
"8-2","8-3",0,"[0,2.22e-16)"
"8-3","8-3",0,"[0,2.22e-16)"
"8-4","8-3",0,"[0,2.22e-16)"
"8-5","8-3",0,"[0,2.22e-16)"
"8-6","8-3",0,"[0,2.22e-16)"
"8-7","8-3",0,"[0,2.22e-16)"
"8-8","8-3",0,"[0,2.22e-16)"
"8-9","8-3",0,"[0,2.22e-16)"
"8-10","8-3",0,"[0,2.22e-16)"
"8-11","8-3",0,"[0,2.22e-16)"
"15-1","8-3",0,"[0,2.22e-16)"
"15-2","8-3",0,"[0,2.22e-16)"
"15-3","8-3",0.13333333,"[2.22e-16,0.2)"
"15-4","8-3",0.3,"[0.2,0.4)"
"15-5","8-3",0.5,"[0.4,0.6)"
"15-6","8-3",0.05,"[2.22e-16,0.2)"
"15-7","8-3",0,"[0,2.22e-16)"
"15-8","8-3",0,"[0,2.22e-16)"
"15-9","8-3",0.0056,"[2.22e-16,0.2)"
"15-10","8-3",0.0048,"[2.22e-16,0.2)"
"15-11","8-3",1.25,"[1,Inf)"
"22-1","8-3",0.33333333,"[0.2,0.4)"
"22-2","8-3",0.4,"[0.4,0.6)"
"22-3","8-3",1.25,"[1,Inf)"
"22-4","8-3",0.12,"[2.22e-16,0.2)"
"22-5","8-3",0.14285714,"[2.22e-16,0.2)"
"22-6","8-3",0.08666667,"[2.22e-16,0.2)"
"22-7","8-3",0.54545455,"[0.4,0.6)"
"22-8","8-3",0.00266667,"[2.22e-16,0.2)"
"22-9","8-3",0.00066667,"[2.22e-16,0.2)"
"22-10","8-3",0.28888889,"[0.2,0.4)"
"22-11","8-3",0.4,"[0.4,0.6)"
"28-1","8-3",1,"[1,Inf)"
"28-2","8-3",16.66666667,"[1,Inf)"
"28-3","8-3",1.08333333,"[1,Inf)"
"28-4","8-3",3.57142857,"[1,Inf)"
"28-5","8-3",0.056,"[2.22e-16,0.2)"
"28-6","8-3",5,"[1,Inf)"
"28-7","8-3",0.1,"[2.22e-16,0.2)"
"28-8","8-3",0.17777778,"[2.22e-16,0.2)"
"28-9","8-3",0.91666667,"[0.8,1)"
"28-10","8-3",0.07333333,"[2.22e-16,0.2)"
"28-11","8-3",0.032,"[2.22e-16,0.2)"
"8-1","8-4",0,"[0,2.22e-16)"
"8-2","8-4",0,"[0,2.22e-16)"
"8-3","8-4",0,"[0,2.22e-16)"
"8-4","8-4",0,"[0,2.22e-16)"
"8-5","8-4",0,"[0,2.22e-16)"
"8-6","8-4",0,"[0,2.22e-16)"
"8-7","8-4",0,"[0,2.22e-16)"
"8-8","8-4",0,"[0,2.22e-16)"
"8-9","8-4",0,"[0,2.22e-16)"
"8-10","8-4",0,"[0,2.22e-16)"
"8-11","8-4",0,"[0,2.22e-16)"
"15-1","8-4",0,"[0,2.22e-16)"
"15-2","8-4",0,"[0,2.22e-16)"
"15-3","8-4",0,"[0,2.22e-16)"
"15-4","8-4",0,"[0,2.22e-16)"
"15-5","8-4",0,"[0,2.22e-16)"
"15-6","8-4",0,"[0,2.22e-16)"
"15-7","8-4",0,"[0,2.22e-16)"
"15-8","8-4",0,"[0,2.22e-16)"
"15-9","8-4",0,"[0,2.22e-16)"
"15-10","8-4",0,"[0,2.22e-16)"
"15-11","8-4",0,"[0,2.22e-16)"
"22-1","8-4",0.2,"[0.2,0.4)"
"22-2","8-4",0,"[0,2.22e-16)"
"22-3","8-4",0.16,"[2.22e-16,0.2)"
"22-4","8-4",0.072,"[2.22e-16,0.2)"
"22-5","8-4",0.02857143,"[2.22e-16,0.2)"
"22-6","8-4",0.03333333,"[2.22e-16,0.2)"
"22-7","8-4",0.54545455,"[0.4,0.6)"
"22-8","8-4",0,"[0,2.22e-16)"
"22-9","8-4",0,"[0,2.22e-16)"
"22-10","8-4",0.17777778,"[2.22e-16,0.2)"
"22-11","8-4",0.19,"[2.22e-16,0.2)"
"28-1","8-4",0.66666667,"[0.6,0.8)"
"28-2","8-4",0.8,"[0.8,1)"
"28-3","8-4",0.16666667,"[2.22e-16,0.2)"
"28-4","8-4",0.57142857,"[0.4,0.6)"
"28-5","8-4",0.04,"[2.22e-16,0.2)"
"28-6","8-4",0.32,"[0.2,0.4)"
"28-7","8-4",0.09,"[2.22e-16,0.2)"
"28-8","8-4",0.00977778,"[2.22e-16,0.2)"
"28-9","8-4",0.08333333,"[2.22e-16,0.2)"
"28-10","8-4",0.03333333,"[2.22e-16,0.2)"
"28-11","8-4",0.2,"[0.2,0.4)"
"8-1","8-5",0,"[0,2.22e-16)"
"8-2","8-5",0,"[0,2.22e-16)"
"8-3","8-5",0,"[0,2.22e-16)"
"8-4","8-5",0,"[0,2.22e-16)"
"8-5","8-5",0,"[0,2.22e-16)"
"8-6","8-5",0,"[0,2.22e-16)"
"8-7","8-5",0,"[0,2.22e-16)"
"8-8","8-5",0,"[0,2.22e-16)"
"8-9","8-5",0,"[0,2.22e-16)"
"8-10","8-5",0,"[0,2.22e-16)"
"8-11","8-5",0,"[0,2.22e-16)"
"15-1","8-5",0,"[0,2.22e-16)"
"15-2","8-5",0,"[0,2.22e-16)"
"15-3","8-5",0.03333333,"[2.22e-16,0.2)"
"15-4","8-5",0.4,"[0.4,0.6)"
"15-5","8-5",0.16666667,"[2.22e-16,0.2)"
"15-6","8-5",0.025,"[2.22e-16,0.2)"
"15-7","8-5",0.00666667,"[2.22e-16,0.2)"
"15-8","8-5",0,"[0,2.22e-16)"
"15-9","8-5",0.0016,"[2.22e-16,0.2)"
"15-10","8-5",0.0048,"[2.22e-16,0.2)"
"15-11","8-5",0.5,"[0.4,0.6)"
"22-1","8-5",1.5,"[1,Inf)"
"22-2","8-5",3.33333333,"[1,Inf)"
"22-3","8-5",1.5,"[1,Inf)"
"22-4","8-5",0.4,"[0.4,0.6)"
"22-5","8-5",0.2,"[0.2,0.4)"
"22-6","8-5",0.16666667,"[2.22e-16,0.2)"
"22-7","8-5",0.36363636,"[0.2,0.4)"
"22-8","8-5",0.004,"[2.22e-16,0.2)"
"22-9","8-5",0.01,"[2.22e-16,0.2)"
"22-10","8-5",0.26666667,"[0.2,0.4)"
"22-11","8-5",1.75,"[1,Inf)"
"28-1","8-5",0.91666667,"[0.8,1)"
"28-2","8-5",11.66666667,"[1,Inf)"
"28-3","8-5",0.33333333,"[0.2,0.4)"
"28-4","8-5",0.57142857,"[0.4,0.6)"
"28-5","8-5",0.056,"[2.22e-16,0.2)"
"28-6","8-5",0.2,"[0.2,0.4)"
"28-7","8-5",0.08,"[2.22e-16,0.2)"
"28-8","8-5",0.2,"[0.2,0.4)"
"28-9","8-5",0.91666667,"[0.8,1)"
"28-10","8-5",0.16666667,"[2.22e-16,0.2)"
"28-11","8-5",0.56,"[0.4,0.6)"
"8-1","8-6",0,"[0,2.22e-16)"
"8-2","8-6",0,"[0,2.22e-16)"
"8-3","8-6",0,"[0,2.22e-16)"
"8-4","8-6",0,"[0,2.22e-16)"
"8-5","8-6",0,"[0,2.22e-16)"
"8-6","8-6",0,"[0,2.22e-16)"
"8-7","8-6",0,"[0,2.22e-16)"
"8-8","8-6",0,"[0,2.22e-16)"
"8-9","8-6",0,"[0,2.22e-16)"
"8-10","8-6",0,"[0,2.22e-16)"
"8-11","8-6",0,"[0,2.22e-16)"
"15-1","8-6",0,"[0,2.22e-16)"
"15-2","8-6",0.08333333,"[2.22e-16,0.2)"
"15-3","8-6",0.03333333,"[2.22e-16,0.2)"
"15-4","8-6",0.15,"[2.22e-16,0.2)"
"15-5","8-6",0,"[0,2.22e-16)"
"15-6","8-6",0,"[0,2.22e-16)"
"15-7","8-6",0.00666667,"[2.22e-16,0.2)"
"15-8","8-6",0,"[0,2.22e-16)"
"15-9","8-6",0.0032,"[2.22e-16,0.2)"
"15-10","8-6",0.0032,"[2.22e-16,0.2)"
"15-11","8-6",0.25,"[0.2,0.4)"
"22-1","8-6",1.33333333,"[1,Inf)"
"22-2","8-6",0.53333333,"[0.4,0.6)"
"22-3","8-6",1.25,"[1,Inf)"
"22-4","8-6",0.4,"[0.4,0.6)"
"22-5","8-6",0.17142857,"[2.22e-16,0.2)"
"22-6","8-6",0.05333333,"[2.22e-16,0.2)"
"22-7","8-6",1.18181818,"[1,Inf)"
"22-8","8-6",0,"[0,2.22e-16)"
"22-9","8-6",0.004,"[2.22e-16,0.2)"
"22-10","8-6",0.55555556,"[0.4,0.6)"
"22-11","8-6",0.25,"[0.2,0.4)"
"28-1","8-6",2.08333333,"[1,Inf)"
"28-2","8-6",16.66666667,"[1,Inf)"
"28-3","8-6",0.66666667,"[0.6,0.8)"
"28-4","8-6",1.57142857,"[1,Inf)"
"28-5","8-6",0.0304,"[2.22e-16,0.2)"
"28-6","8-6",0.4,"[0.4,0.6)"
"28-7","8-6",0.12,"[2.22e-16,0.2)"
"28-8","8-6",0.22222222,"[0.2,0.4)"
"28-9","8-6",0.13333333,"[2.22e-16,0.2)"
"28-10","8-6",0.05333333,"[2.22e-16,0.2)"
"28-11","8-6",0.36,"[0.2,0.4)"
"8-1","8-7",0,"[0,2.22e-16)"
"8-2","8-7",0,"[0,2.22e-16)"
"8-3","8-7",0,"[0,2.22e-16)"
"8-4","8-7",0,"[0,2.22e-16)"
"8-5","8-7",0,"[0,2.22e-16)"
"8-6","8-7",0,"[0,2.22e-16)"
"8-7","8-7",0,"[0,2.22e-16)"
"8-8","8-7",0,"[0,2.22e-16)"
"8-9","8-7",0,"[0,2.22e-16)"
"8-10","8-7",0,"[0,2.22e-16)"
"8-11","8-7",0,"[0,2.22e-16)"
"15-1","8-7",0,"[0,2.22e-16)"
"15-2","8-7",0,"[0,2.22e-16)"
"15-3","8-7",0.1,"[2.22e-16,0.2)"
"15-4","8-7",0.75,"[0.6,0.8)"
"15-5","8-7",0.5,"[0.4,0.6)"
"15-6","8-7",0.25,"[0.2,0.4)"
"15-7","8-7",0.02,"[2.22e-16,0.2)"
"15-8","8-7",0.05,"[2.22e-16,0.2)"
"15-9","8-7",0.0024,"[2.22e-16,0.2)"
"15-10","8-7",0.0048,"[2.22e-16,0.2)"
"15-11","8-7",0.25,"[0.2,0.4)"
"22-1","8-7",1,"[1,Inf)"
"22-2","8-7",0.2,"[0.2,0.4)"
"22-3","8-7",1.25,"[1,Inf)"
"22-4","8-7",0.32,"[0.2,0.4)"
"22-5","8-7",0.14285714,"[2.22e-16,0.2)"
"22-6","8-7",0.13333333,"[2.22e-16,0.2)"
"22-7","8-7",1.09090909,"[1,Inf)"
"22-8","8-7",0.00266667,"[2.22e-16,0.2)"
"22-9","8-7",0.002,"[2.22e-16,0.2)"
"22-10","8-7",0.55555556,"[0.4,0.6)"
"22-11","8-7",0.75,"[0.6,0.8)"
"28-1","8-7",2.08333333,"[1,Inf)"
"28-2","8-7",6.66666667,"[1,Inf)"
"28-3","8-7",1.33333333,"[1,Inf)"
"28-4","8-7",5.71428571,"[1,Inf)"
"28-5","8-7",0.04,"[2.22e-16,0.2)"
"28-6","8-7",0.56,"[0.4,0.6)"
"28-7","8-7",0.35,"[0.2,0.4)"
"28-8","8-7",0.08444444,"[2.22e-16,0.2)"
"28-9","8-7",1.58333333,"[1,Inf)"
"28-10","8-7",0.08,"[2.22e-16,0.2)"
"28-11","8-7",0.4,"[0.4,0.6)"
"8-1","8-8",0,"[0,2.22e-16)"
"8-2","8-8",0,"[0,2.22e-16)"
"8-3","8-8",0,"[0,2.22e-16)"
"8-4","8-8",0,"[0,2.22e-16)"
"8-5","8-8",0,"[0,2.22e-16)"
"8-6","8-8",0,"[0,2.22e-16)"
"8-7","8-8",0,"[0,2.22e-16)"
"8-8","8-8",0,"[0,2.22e-16)"
"8-9","8-8",0,"[0,2.22e-16)"
"8-10","8-8",0,"[0,2.22e-16)"
"8-11","8-8",0,"[0,2.22e-16)"
"15-1","8-8",0.00133333,"[2.22e-16,0.2)"
"15-2","8-8",0.33333333,"[0.2,0.4)"
"15-3","8-8",0.04666667,"[2.22e-16,0.2)"
"15-4","8-8",0.65,"[0.6,0.8)"
"15-5","8-8",0,"[0,2.22e-16)"
"15-6","8-8",0.025,"[2.22e-16,0.2)"
"15-7","8-8",0,"[0,2.22e-16)"
"15-8","8-8",0,"[0,2.22e-16)"
"15-9","8-8",0.0016,"[2.22e-16,0.2)"
"15-10","8-8",0,"[0,2.22e-16)"
"15-11","8-8",0.25,"[0.2,0.4)"
"22-1","8-8",1.33333333,"[1,Inf)"
"22-2","8-8",0.33333333,"[0.2,0.4)"
"22-3","8-8",1.5,"[1,Inf)"
"22-4","8-8",0.32,"[0.2,0.4)"
"22-5","8-8",0.25714286,"[0.2,0.4)"
"22-6","8-8",0.02666667,"[2.22e-16,0.2)"
"22-7","8-8",0.36363636,"[0.2,0.4)"
"22-8","8-8",0,"[0,2.22e-16)"
"22-9","8-8",0,"[0,2.22e-16)"
"22-10","8-8",0,"[0,2.22e-16)"
"22-11","8-8",0,"[0,2.22e-16)"
"28-1","8-8",2.5,"[1,Inf)"
"28-2","8-8",15,"[1,Inf)"
"28-3","8-8",2.08333333,"[1,Inf)"
"28-4","8-8",0.85714286,"[0.8,1)"
"28-5","8-8",0.048,"[2.22e-16,0.2)"
"28-6","8-8",0.6,"[0.6,0.8)"
"28-7","8-8",0.1,"[2.22e-16,0.2)"
"28-8","8-8",0.03555556,"[2.22e-16,0.2)"
"28-9","8-8",0.5,"[0.4,0.6)"
"28-10","8-8",0.05333333,"[2.22e-16,0.2)"
"28-11","8-8",0.32,"[0.2,0.4)"
"8-1","8-9",0,"[0,2.22e-16)"
"8-2","8-9",0,"[0,2.22e-16)"
"8-3","8-9",0,"[0,2.22e-16)"
"8-4","8-9",0,"[0,2.22e-16)"
"8-5","8-9",0,"[0,2.22e-16)"
"8-6","8-9",0,"[0,2.22e-16)"
"8-7","8-9",0,"[0,2.22e-16)"
"8-8","8-9",0,"[0,2.22e-16)"
"8-9","8-9",0,"[0,2.22e-16)"
"8-10","8-9",0,"[0,2.22e-16)"
"8-11","8-9",0,"[0,2.22e-16)"
"15-1","8-9",0,"[0,2.22e-16)"
"15-2","8-9",0,"[0,2.22e-16)"
"15-3","8-9",0.00666667,"[2.22e-16,0.2)"
"15-4","8-9",0.15,"[2.22e-16,0.2)"
"15-5","8-9",0.16666667,"[2.22e-16,0.2)"
"15-6","8-9",0.025,"[2.22e-16,0.2)"
"15-7","8-9",0.01333333,"[2.22e-16,0.2)"
"15-8","8-9",0,"[0,2.22e-16)"
"15-9","8-9",0,"[0,2.22e-16)"
"15-10","8-9",0.0016,"[2.22e-16,0.2)"
"15-11","8-9",0,"[0,2.22e-16)"
"22-1","8-9",4.16666667,"[1,Inf)"
"22-2","8-9",0.53333333,"[0.4,0.6)"
"22-3","8-9",0.85,"[0.8,1)"
"22-4","8-9",0.28,"[0.2,0.4)"
"22-5","8-9",0.28571429,"[0.2,0.4)"
"22-6","8-9",0.1,"[2.22e-16,0.2)"
"22-7","8-9",0.81818182,"[0.8,1)"
"22-8","8-9",0.004,"[2.22e-16,0.2)"
"22-9","8-9",0.00333333,"[2.22e-16,0.2)"
"22-10","8-9",2.22222222,"[1,Inf)"
"22-11","8-9",0.55,"[0.4,0.6)"
"28-1","8-9",1,"[1,Inf)"
"28-2","8-9",11.66666667,"[1,Inf)"
"28-3","8-9",0.83333333,"[0.8,1)"
"28-4","8-9",1.71428571,"[1,Inf)"
"28-5","8-9",0.16,"[2.22e-16,0.2)"
"28-6","8-9",0.48,"[0.4,0.6)"
"28-7","8-9",1,"[1,Inf)"
"28-8","8-9",0.2,"[0.2,0.4)"
"28-9","8-9",0.5,"[0.4,0.6)"
"28-10","8-9",0.02666667,"[2.22e-16,0.2)"
"28-11","8-9",0.8,"[0.8,1)"
"8-1","8-10",0,"[0,2.22e-16)"
"8-2","8-10",0,"[0,2.22e-16)"
"8-3","8-10",0,"[0,2.22e-16)"
"8-4","8-10",0,"[0,2.22e-16)"
"8-5","8-10",0,"[0,2.22e-16)"
"8-6","8-10",0,"[0,2.22e-16)"
"8-7","8-10",0,"[0,2.22e-16)"
"8-8","8-10",0,"[0,2.22e-16)"
"8-9","8-10",0,"[0,2.22e-16)"
"8-10","8-10",0,"[0,2.22e-16)"
"8-11","8-10",0,"[0,2.22e-16)"
"15-1","8-10",0,"[0,2.22e-16)"
"15-2","8-10",0,"[0,2.22e-16)"
"15-3","8-10",0.02666667,"[2.22e-16,0.2)"
"15-4","8-10",0.55,"[0.4,0.6)"
"15-5","8-10",0,"[0,2.22e-16)"
"15-6","8-10",0.1,"[2.22e-16,0.2)"
"15-7","8-10",0.01333333,"[2.22e-16,0.2)"
"15-8","8-10",0,"[0,2.22e-16)"
"15-9","8-10",0.0024,"[2.22e-16,0.2)"
"15-10","8-10",0.0128,"[2.22e-16,0.2)"
"15-11","8-10",1.5,"[1,Inf)"
"22-1","8-10",1.16666667,"[1,Inf)"
"22-2","8-10",0.46666667,"[0.4,0.6)"
"22-3","8-10",1.5,"[1,Inf)"
"22-4","8-10",1,"[1,Inf)"
"22-5","8-10",0.17142857,"[2.22e-16,0.2)"
"22-6","8-10",0.05333333,"[2.22e-16,0.2)"
"22-7","8-10",0.63636364,"[0.6,0.8)"
"22-8","8-10",0.00533333,"[2.22e-16,0.2)"
"22-9","8-10",0.01333333,"[2.22e-16,0.2)"
"22-10","8-10",0.77777778,"[0.6,0.8)"
"22-11","8-10",1.25,"[1,Inf)"
"28-1","8-10",2.08333333,"[1,Inf)"
"28-2","8-10",15,"[1,Inf)"
"28-3","8-10",1.66666667,"[1,Inf)"
"28-4","8-10",3.57142857,"[1,Inf)"
"28-5","8-10",0.8,"[0.8,1)"
"28-6","8-10",5,"[1,Inf)"
"28-7","8-10",1,"[1,Inf)"
"28-8","8-10",0.11111111,"[2.22e-16,0.2)"
"28-9","8-10",0.33333333,"[0.2,0.4)"
"28-10","8-10",0.16666667,"[2.22e-16,0.2)"
"28-11","8-10",1.2,"[1,Inf)"
"phage_an","bac_an",1,"[1,Inf)"
"8-1","bac_an",1,"[1,Inf)"
"8-2","bac_an",1,"[1,Inf)"
"8-3","bac_an",1,"[1,Inf)"
